店铺id,城市,类型,店名,点评,人均,口味,环境,服务
1259,广州,粤菜,新泰乐(盘福店)分店,4039,88,8.1,7.4,7.2
1260,广州,粤菜,大岗仙庙烧鸡(客村店),1251,53,7.7,6.4,6.1
1261,广州,粤菜,东山小厨(东山口店),525,65,8,7.3,7.3
1262,广州,茶餐厅,好彩港式茶餐厅(乐峰广场店)分店,5311,59,7.7,7.5,7.3
1263,广州,粤菜,六三市农家美食村,514,59,7.6,7.6,7.4
1264,广州,茶餐厅,老港茶餐厅(海印又一城店),1298,45,7.6,7.8,7.6
1265,广州,茶餐厅,永隆茶餐厅,311,37,7.2,6.9,6.7
1266,广州,茶餐厅,火车头茶餐厅,95,48,7.2,7.7,7.4
1267,广州,茶餐厅,餐餐乐茶餐厅(汇美国际服装城店)分店,32,26,6.9,7,6.9
1268,广州,茶餐厅,唐人街老杨包子,70,40,7.2,7.4,7.4
1269,广州,茶餐厅,合口味粤菜,5,44,7,6.9,7
1271,广州,海鲜,万顷沙十四涌水产中心,86,93,7.3,6.7,6.9
1272,广州,茶餐厅,喜乐谷港式茶餐厅,9,26,7,7,7
1273,广州,海鲜,麻辣home趴海鲜外卖,14,95,7.6,7.4,7.8
1274,广州,海鲜,鸿瀛海鲜酒楼,165,45,7.1,6.8,6.6
1275,广州,海鲜,巴食锅儿(香雪中心城店),16,76,6.9,7,7
1278,广州,海鲜,水东渔村(梅花园店),65,56,7,6.7,6.9
1279,广州,海鲜,广源海鲜大排档,7,52,6.8,6.7,6.7
1280,广州,烧烤,Wut Put活泼 · 活海鲜烧烤,469,177,8.7,7.6,8.6
1282,广州,烧烤,野蛮人烧烤(田美店),1,40,7.1,7.1,7.1
1285,广州,烧烤,内蒙烤全羊(新市百信店),9,35,6.8,6.9,6.8
1290,广州,小龙虾,武宁炖钵,23,65,7.7,7.6,7.7
1291,广州,小龙虾,大闸蟹小龙虾,35,45,6.4,6.2,6.9
1292,广州,小龙虾,楚风流小龙虾&大闸蟹,375,107,8,7.3,7.8
1293,广州,小龙虾,一起吃小龙虾(万博店)分店,534,117,8.9,8.1,9
1304,广州,台湾菜,好客人家(广汕路店),2,31,7,6.8,7.2
1306,广州,江西菜,林记瓦罐汤,11,16,7.1,7.1,7.1
1307,广州,湘菜,佬湘楼(都市广场店)分店,1260,68,7.4,7.6,7.4
1308,广州,湘菜,湖南大碗菜馆(石岗分店),14,46,7.2,7.3,7.3
1314,广州,粥粉面,花悦溪牛肉粉,26,19,7.5,7.6,8.1
1315,广州,粥粉面,正宗柳州螺蛳粉(下渡路分店),8,10,7,7,7
1316,广州,粥粉面,大椰一粉(乐峰广场店)分店,2105,33,7.2,7.4,7.1
1317,广州,粥粉面,正宗潮州鱼蛋粉(东都店),23,13,6.7,6.7,6.7
1318,广州,粥粉面,渔乡米坊(大润发店)分店,31,18,7.2,7.3,7.3
1319,广州,粥粉面,味然香(区庄店)分店,64,12,7.1,6.8,6.7
1320,广州,粥粉面,洪阳正宗鱼头粥,5,23,7.7,6.9,7.5
1322,广州,西北菜,秦人美食(东风东路店)分店,37,15,7,6.8,6.9
1327,广州,西北菜,西北狼(GoGo新天地店)分店,60,50,6.6,7.2,6.8
1331,广州,川菜,探鱼(来又来时尚购物广场店)分店,3248,81,8.6,8.8,8.4
1332,广州,川菜,城中·_音乐餐酒馆广告,881,104,7.7,9,8
1334,广州,川菜,Mr.Hi海鲜生●小龙虾.烧烤.川菜....,62,76,8,8.1,8
1335,广州,川菜,禄鼎记(兴盛汇店)分店,2467,103,8.5,8.2,8.4
1336,广州,川菜,宽窄巷子.冒菜.香锅(正佳广场M层...,248,64,7.4,7.3,7.3
1337,广州,川菜,黔滋味贵州辣子鸡,41,52,8.6,8.5,8.9
1338,广州,川菜,黄记煌三汁焖锅(乐峰广场店)分店,2448,84,7.7,7.9,7.4
1339,广州,川菜,老家柴房,67,70,7.2,7.4,7.2
1340,广州,川菜,三顾冒菜(清湖店),34,31,7.6,7.5,7.7
1342,广州,川菜,田姐酸菜鱼,40,37,7.1,6.8,6.9
1344,广州,新疆菜,大疆味道.传统私房菜,18,50,7.1,7.2,7.4
1345,广州,素菜,老佛椰素菜餐厅(番禺店),155,79,7.7,8.2,7.9
1347,广州,素菜,思叙阁素食咖啡(北京路店),52,44,7.6,7.8,8.1
1348,广州,快餐简餐,小熊冒菜. 酸菜鱼麻辣香锅(大江...,58,40,7.3,8,8.3
1350,广州,快餐简餐,壹号炖品世家(龙珠店),47,42,7.2,7.1,7.2
1351,广州,快餐简餐,72街(沿江西店)分店,237,22,7.3,7.1,7.3
1352,广州,快餐简餐,鸣发哥港式茶餐厅(珠江新城店)分店,343,48,7.4,7.6,7.4
1353,广州,快餐简餐,华辉拉肠(惠福店)分店,195,14,7,7,6.9
1354,广州,快餐简餐,华辉拉肠(沙河店)分店,78,13,6.5,6.5,6.2
1355,广州,快餐简餐,煲掌柜(煲仔饭西村店),12,26,6.5,6.7,6.7
1356,广州,火锅,鱼满塘(富力海珠城广场店)分店,2556,80,7.7,8.4,8
1357,广州,快餐简餐,真功夫(金铂广场店)分店,247,24,7.4,7.6,7.5
1358,广州,火锅,汤响自助回转火锅百汇(乐峰广场...分店,802,50,7,7.1,7.2
1359,广州,火锅,顺德松记食店(四季天地店)分店,254,136,8.1,7.6,7.6
1360,广州,火锅,牛三签砂锅串串,39,63,7.8,7.4,7.4
1361,广州,火锅,麻田会(维家思广场店)分店,2808,91,7.8,7.5,7.1
1362,广州,火锅,壹品柠檬鱼(汇侨店),59,46,7.9,7.8,8.1
1363,广州,火锅,乙古香牛牛火锅,596,88,8.3,7.7,7.7
1364,广州,火锅,庭泊私房酸菜鱼,56,76,7.5,8,7.9
1365,广州,自助餐,外商大酒店美华阁餐厅,1207,132,8,8.7,8.6
1366,广州,自助餐,曼克顿西餐厅(市广路店),243,104,7.3,7.8,7.5
1369,广州,东北菜,高粱红东北饺子王(万达香雪商业...,15,27,6.8,7,7.2
1370,广州,东北菜,北方乡村饺子馆,1,35,6.9,6.9,6.9
1376,广州,韩国料理,Pelicana百利家炸鸡(江南西名店...分店,521,51,7.8,7.6,7.6
1377,广州,韩国料理,UFO宇宙锅(时尚天河商业广场店),95,55,7.1,7.5,7.4
1379,广州,韩国料理,妈妈厨房,61,33,7.4,7.1,7.5
1380,广州,韩国料理,首屋儿(正佳广场店),12,21,7,7.1,6.5
1384,广州,咖啡厅,LOCK CHUCK COFFEE,593,48,8.2,8.7,9
1385,广州,东南亚菜,曼古园百姓餐厅,105,62,6.6,7.1,6.7
1386,广州,咖啡厅,独立烘焙事务所Uniona Kahave Co...,139,35,8,8.2,8.3
1387,广州,咖啡厅,星巴克咖啡STARBUCK,31,34,7.6,7.1,7.1
1388,广州,咖啡厅,星巴克(保利香缤花园店)分店,157,39,7.1,7.3,7.1
1389,广州,咖啡厅,太平洋咖啡(西城都荟店)分店,237,34,7.5,7.8,7.6
1391,广州,咖啡厅,安氏咖啡Ahn's Coffee,65,37,7.4,8.2,8.1
1392,广州,咖啡厅,心窝244coffee,4,25,7.2,7.7,7.7
1393,广州,面包甜点,COCO TOO西餐&水果茶(珠江新城分...,2194,69,8.3,9,8.4
1394,广州,面包甜点,瑞可爷爷的店(东方宝泰店)分店,7257,36,8.3,8,8.1
1395,广州,西餐,很高兴遇见你(广州店)分店,6472,94,7.3,8.5,8.1
1396,广州,西餐,慕尼克1820德国餐厅(保利大都汇...分店,253,131,8.5,9,8.7
1397,广州,西餐,尊宝比萨(名门店)分店,1944,40,8.5,7.5,8.2
1398,广州,西餐,蜜方餐厅(永旺梦乐城店),250,67,7.7,8.7,7.6
1399,广州,西餐,尊宝比萨(北京路店),22,46,8.1,7.8,7.9
1400,广州,西餐,必胜客(黄埔东路店)分店,169,54,7.4,7.6,7.3
1401,广州,西餐,Zapata's萨帕塔餐吧,381,121,7.2,8.1,7.4
1402,广州,西餐,赛百味(乐峰广场店)分店,1086,27,8.5,8.2,7.9
1404,广州,小吃,遇见小面(保利中环广场店)分店,717,30,7.9,7.7,8
1406,广州,西餐,必胜客(宜安店)分店,393,56,7.1,7.7,7.2
1407,广州,小吃,三个辣椒牛肉粉(海珠丽影广场店)分店,632,33,7.3,7.7,7.3
1409,广州,小吃,老包子铺,35,23,7.4,7.3,7.1
1410,广州,小吃,弹丸滋地(潮楼名店城店)分店,82,14,7.7,7.3,7.5
1411,广州,小吃,第一面(新港中路店)分店,172,22,7.2,7,7.1
1412,广州,小吃,东北饺子坊,6,23,7.5,7.5,7.4
1414,广州,日本料理,大雄寿司(北京路店)分店,4203,86,8.6,8.5,8.6
1415,广州,日本料理,猫鲜生寿司料理(江南西店)分店,1562,73,8.1,8.7,8.6
1416,广州,日本料理,赤木寿司(五羊新城店)分店,678,71,8.7,8.1,8.1
1417,广州,日本料理,喜代村,30,100,7.2,7.5,7.3
1419,广州,日本料理,喜尔宾私房日本料理,20,72,7.3,7.3,7.5
1420,广州,日本料理,万岁寿司(从化欣荣宏店)分店,1303,77,8,8.3,7.7
1421,广州,日本料理,香巴拉坊(丽江花园店)分店,67,40,6.9,7.2,6.6
1422,广州,其他,Perry's Restaurant&Bar(林乐路...分店,144,61,7.1,7,7
1424,广州,其他,大塘烧鹅(洛溪专营店)分店,3,15,6.8,6.8,6.8
1425,广州,其他,光禄第,60,27,7.4,7.5,7.3
1426,广州,其他,泰豪时尚园林餐厅(百花广场店),74,68,6.7,7,6.7
1429,广州,其他,红棉珍味,18,50,6.9,6.6,6.4
1430,广州,其他,细工坊(海珠区罗马店),14,12,7.3,7.4,7.3
1431,广州,其他,兰州拉面,6,11,7.3,7.3,7.5
1434,贵阳,贵州菜,厨房里铁锅卤味(汇金星力城店),54,49,7.7,7.9,7.9
1435,贵阳,贵州菜,树厨地道黔菜餐厅(世纪金源店),36,88,7.1,7.5,7.3
1436,贵阳,贵州菜,杨阿姨丝娃娃店(都司路店),35,31,6.5,6.4,6.5
1437,贵阳,贵州菜,雨田辣子鸡,6,90,7.2,6.9,7
1438,贵阳,贵州菜,贤来居,1,35,7.2,7.2,7.2
1441,贵阳,贵州菜,懒人炒鸡(龙湾国际店),2,30,7,7,7
1445,贵阳,川菜,米辣原滋味麻辣香锅(南国花锦店),21,47,7.5,7.5,7.5
1446,贵阳,川菜,王记重庆特色纸上烤鱼(公园路店),18,43,7.7,7.7,7.8
1453,贵阳,粤菜,韩国酵素茶餐厅(美可土廊),4,30,6.8,6.9,7
1455,贵阳,粤菜,兰桂酒楼,16,122,7,7.4,7.3
1470,贵阳,快餐简餐,逍魂炒饭,129,15,7,6.5,6.6
1472,贵阳,快餐简餐,天府棒棒鸡(北京路店),6,19,7.3,7.3,7.3
1473,贵阳,快餐简餐,蜂子厨房便当,3,20,7.1,7.1,7.1
1475,贵阳,日本料理,卡米拉雷门拉面馆,512,52,7.9,8.3,8.4
1476,贵阳,烧烤,牛太郎自助烧烤(万宜广场店),61,63,7,7,7
1482,贵阳,西餐,斗牛士牛排餐厅(星力银海元隆广...分店,364,109,7.2,7.5,7.4
1484,贵阳,自助餐,重庆刘一手自助火锅(城基店)分店,388,56,8,8,8
1487,贵阳,面包甜点,惠诚滋知(花溪二店),83,15,7.5,7.4,7.4
1490,贵阳,面包甜点,四云奶盖贡茶(万科店),3,15,7.3,7.3,7.3
1492,贵阳,面包甜点,酒窝甜品(银海元隆),9,30,6.9,7,7.1
1500,贵阳,咖啡厅,咖啡陪你(花果园店),77,37,7.1,7.4,7.2
1501,贵阳,咖啡厅,五度咖啡,1,39,7,7,7
1502,贵阳,咖啡厅,原树咖啡,5,21,6.9,6.7,6.7
1516,贵阳,火锅,__老火锅(飞山街店),9,48,7.7,7.7,7.8
1517,贵阳,火锅,鼎牛潮汕牛肉火锅,34,82,7.6,7.6,7.4
1518,贵阳,火锅,重庆石灰市李串串(花果园店),14,52,7.3,7.2,7.2
1519,贵阳,火锅,林记顺心潮汕牛肉(飞山街店),75,89,7.6,7.9,7.7
1521,贵阳,火锅,泉湖渔村,1,70,6.8,7.2,7.2
1522,贵阳,小吃面食,嗨贝花甲,2,26,7.2,7,7
1523,贵阳,小吃面食,正新鸡排(贵阳锦越店),1,20,7.5,7.5,7.5
1525,贵阳,小吃面食,正新鸡排(高成店),15,13,7,7,7
1526,贵阳,小吃面食,丝语休闲驿站,3,21,7,7,7.1
1533,贵阳,其他,__捞(鸿通城店),25,57,7.4,7.4,7.5
1534,贵阳,其他,老太婆摊摊面(世纪城店),9,11,7.1,7.2,7.2
1535,贵阳,其他,0851香辣虾,9,26,7.2,7.1,6.7
1541,哈尔滨,海鲜,龙门花甲,3,15,6.9,6.9,6.9
1542,哈尔滨,海鲜,四海香馨月海鲜(香坊大街店)分店,197,74,7.9,7.6,7.6
1560,哈尔滨,粉面馆,大理寺过桥米线(霞曼街店),12,14,6.9,7.4,7.5
1562,哈尔滨,小龙虾,五柒小龙虾,1,34,6.9,6.9,6.9
1563,哈尔滨,川菜,串根香麻辣涮(会展店),112,55,8,8.1,8.4
1571,哈尔滨,咖啡厅,咖啡卜卜,57,30,7.2,7.3,7.3
1574,哈尔滨,粤菜,阳光小厨港式餐厅(艺汇家店),12,52,7.1,7.4,7.4
1575,哈尔滨,烧烤,大呼啦烤肉(海河东路店),119,46,7.9,7.7,7.8
1576,哈尔滨,烧烤,宝宇新悦串场,22,51,7.5,8.1,7.6
1577,哈尔滨,烧烤,撸串吧,88,64,7.3,7.5,7.2
1578,哈尔滨,烧烤,阿里巴巴(民生尚都店),13,55,7.3,7.5,7.4
1579,哈尔滨,烧烤,大胡子烧烤城(宏伟路店)分店,110,42,7.4,7.1,7.3
1580,哈尔滨,烧烤,一格烧烤,13,47,7.1,7.1,7.1
1581,哈尔滨,日本料理,咖喱张的口水小妹(西城红场店),7,30,6.9,7.3,6.8
1586,哈尔滨,日本料理,鲜悦寿司,9,26,7.3,7.2,7.3
1587,哈尔滨,韩国料理,一米鸡肉韩国料理(远大购物中心...,179,66,7.7,7.9,7.9
1589,哈尔滨,韩国料理,老朴朝鲜风味(嵩山店),340,49,7.7,7.6,7.7
1590,哈尔滨,韩国料理,烤肉乐,81,54,7.9,7.7,7.7
1594,哈尔滨,东北菜,桂萍餐馆,60,31,8.4,7.4,7.9
1595,哈尔滨,东北菜,高家小院(香坊店),22,50,7.7,7.6,7.7
1596,哈尔滨,东北菜,福成厚外婆家江鱼馆(宏伟路店),61,75,7.6,7.5,7.4
1597,哈尔滨,东北菜,神农笨锅炖(江南分店),140,34,7.9,7.5,7.8
1598,哈尔滨,东北菜,瀚八旗食府(淮河路总店),24,57,7.4,7.3,7.3
1600,哈尔滨,东北菜,中来顺回民饭店(农林二道街店),38,41,7.6,7.3,7.4
1601,哈尔滨,东北菜,三八饭店分店,14,38,6.9,6.9,7.1
1602,哈尔滨,火锅,炭火蛙居(开发区店),61,92,7.9,8.2,8.1
1603,哈尔滨,火锅,朋克家火锅便利餐厅(汉广店),21,37,8.5,9,8.5
1604,哈尔滨,火锅,3年6班火锅,4,60,6.7,6.7,6.8
1605,哈尔滨,火锅,丰记潮汕牛肉火锅,35,63,7.7,8,8
1607,哈尔滨,火锅,老华西(学府二道街店),54,57,7.2,7,7
1609,哈尔滨,火锅,锡林源骨汤涮肉坊,5,50,7.6,7.5,7.5
1610,哈尔滨,火锅,黄记煌三汁焖锅(道外店),36,54,7,7,7
1611,哈尔滨,火锅,辣乡老火锅,9,63,7.5,7.5,7.4
1612,哈尔滨,小吃快餐,春饼小吃,263,34,8.6,6.2,6.6
1613,哈尔滨,火锅,西园印象小火锅,40,47,7.4,7.4,7.4
1614,哈尔滨,小吃快餐,商委红肠,1365,129,8.5,7.2,7.1
1615,哈尔滨,小吃快餐,塞纳韩国炸酱面,10,14,7.6,7.4,7.5
1617,哈尔滨,小吃快餐,偶买噶(哈西万达店),5,20,7.3,7.4,7.4
1618,哈尔滨,小吃快餐,肯德基(三合路店)分店,30,31,7.4,7.4,7.4
1623,哈尔滨,小吃快餐,赖扁担重庆小面(香坊万达店),28,12,7.1,7.3,7.3
1624,哈尔滨,西餐,胡椒厨房(凯德广场学府店)分店,654,50,8.8,8.6,8.7
1625,哈尔滨,西餐,莉莉娅家常西餐(中央大街店),73,89,7.1,7.4,7.1
1626,哈尔滨,西餐,KOCO快の客汉堡,7,14,7.5,7.5,7.5
1627,哈尔滨,西餐,PURE健康轻食,2,30,7,7,7.3
1632,哈尔滨,面包甜点,好利来(乐松购物广场店),302,24,8.6,8.6,8.2
1633,哈尔滨,面包甜点,StandingDrinks三丁茶饮(悦荟店),51,14,7.5,7.8,7.9
1634,哈尔滨,面包甜点,葛雷船长甜甜圈(松雷商业南岗店),10,12,7.3,7.3,7.4
1636,哈尔滨,面包甜点,密蔻冷饮(世纪花园店),5,17,7.5,7.5,7.5
1638,哈尔滨,面包甜点,鲜果时间(西五道街店)分店,61,10,7.3,7.2,7.2
1639,哈尔滨,其他,蚝记,15,78,7.2,6.9,7.1
1643,海口,海南菜,拾味馆(海甸城店),24,62,7.4,7.6,7.4
1654,海口,粤菜,君晟红茶馆,41,62,7.2,7.7,6.8
1664,海口,川菜,麻辣跳跳香锅,4,35,6.8,7,7.1
1665,海口,湘菜,逅花园,56,74,7.5,7.3,6.9
1672,海口,火锅,椰子不语(宜欣店),179,89,8.1,8.4,7.7
1674,海口,火锅,京味小厨 北京涮羊肉,1,50,7,7,7
1676,海口,火锅,六爷烧烤火锅,5,50,7.2,7.2,7.2
1678,海口,火锅,冰火工房(府城店),7,15,6.9,6.9,6.9
1683,海口,小吃快餐,露莎(得胜沙店)分店,72,38,7.3,7.2,6.9
1684,海口,小吃快餐,张亮麻辣烫(南宝路店),22,18,7.1,7.1,7
1688,海口,烧烤,壹指烤吧,7,76,7.5,7.4,7.5
1689,海口,烧烤,尚道儿碳烤,1,39,6.9,7,7
1692,海口,西餐,佳客来牛排专家,11,52,7,6.8,7.1
1702,海口,面包甜点,么二抱罗粉(南宝店),155,25,7.6,8,7.7
1705,海口,面包甜点,哈根达斯(海口京华城店)分店,43,77,7.8,7.9,7.8
1707,海口,面包甜点,自游岛小站,9,21,7.3,7.3,7.4
1709,海口,面包甜点,大叔港式丝袜奶茶,16,12,7.3,7.1,7.1
1712,海口,日本料理,陇_烧肉酒场(宜欣店),100,120,8.2,8.6,8.3
1713,海口,日本料理,全手握寿司,7,12,7,6.9,6.9
1714,海口,韩国料理,金百合烤肉,21,29,7.3,7.4,7.8
1716,海口,其他,Half&Half,3,25,7.1,7.1,7.1
1717,海口,其他,沿江鸡餐厅,9,50,7.3,7.6,7.2
1718,海口,其他,兴家盛椰子鸡汤店,4,35,6.3,6.3,6.3
1719,海口,其他,尚和轩,10,38,7.6,7.3,7.6
1722,海口,其他,3咖啡,7,32,7.1,7.3,7.3
1723,海口,其他,龙泉咖啡(大同路店),4,38,6.7,7.1,7.1
1738,杭州,粤菜,香港新记茶餐厅(古墩店)分店,1694,51,7.7,8.4,7.8
1739,杭州,粤菜,MyWay麦味餐厅(西溪店),23,39,6.9,7.3,7.4
1745,杭州,川菜,汝拉小镇焰鱼码头餐厅(福堤店)分店,1779,81,7.7,8.8,7.9
1746,杭州,川菜,新郭记烤鱼(万达店),2,40,7.3,7.3,7.5
1749,杭州,川菜,好巴适川味香锅(富阳店),35,39,7.3,7.1,7.1
1752,杭州,湘菜,蛙来哒(中大银泰城店),136,81,7.9,8.2,7.6
1755,杭州,湘菜,火红年代,5,61,6.9,6.9,6.9
1757,杭州,湘菜,湘味观,435,54,7.7,7.3,7.4
1759,杭州,杭帮/江浙菜,岽阳餐馆(长生路店)分店,3635,73,8.8,8.5,8.3
1760,杭州,杭帮/江浙菜,老头儿油爆虾(姚园寺店)分店,2494,55,7.9,6.5,6.6
1761,杭州,杭帮/江浙菜,雷峰塔·藕香居餐厅,118,66,7.4,9.1,8.4
1762,杭州,杭帮/江浙菜,绿茶青年中餐厅,743,61,7.7,8.5,8.4
1763,杭州,杭帮/江浙菜,浙江宾馆中餐厅(花园餐厅、茶吧)分店,315,142,7.6,8.6,8.2
1765,杭州,小龙虾,啪嘭papong龙虾料理(中赢康康谷...广告,36,121,8.6,8.5,8.5
1767,杭州,烧烤,明洞世家(萧山工人路店)分店,589,78,9,9.1,9.1
1768,杭州,烧烤,胖子烧烤,87,50,7.6,7.2,7.5
1769,杭州,烧烤,大西北特色烧烤,3,35,7.5,7.5,7.5
1771,杭州,烧烤,北方烧烤店,14,73,6.9,6.7,6.9
1772,杭州,烧烤,蒙太祖碳烤羊腿(北景园店),37,230,7,6.8,7
1773,杭州,烧烤,食肉者(万亚美食城店),6,30,7.1,6.9,6.9
1775,杭州,创意菜,舍逸艺术餐厅(城西银泰店),2237,105,8,9.1,8.1
1776,杭州,烧烤,鑫千里烤肉,79,45,7.3,7,7.2
1777,杭州,创意菜,火舞鱼,2,40,7.2,7.2,7.2
1778,杭州,创意菜,阿瓦山寨主题餐厅(滨江星光大道...,1166,64,7.1,7.2,7
1779,杭州,创意菜,顾家肉蟹煲(运河上街购物中心店),625,72,7.3,7.5,7.4
1780,杭州,火锅,阳光码头海鲜豆捞(文一路店),4128,156,8.8,9,9.1
1781,杭州,火锅,厕所串串(孩儿巷店),61,38,7.9,7.7,8
1782,杭州,火锅,串否成都串串料理,141,53,8.9,8.7,8.9
1783,杭州,火锅,许府牛·潮汕鲜牛火锅(海创园店),417,83,7.1,7.4,7.3
1784,杭州,火锅,澳门豆捞(南山店)分店,903,149,7.4,7.4,7.4
1785,杭州,火锅,京城里火锅,87,96,7,7.2,7.2
1786,杭州,火锅,鲜潮牛潮汕牛肉火锅,215,77,7.8,8,7.8
1787,杭州,小龙虾,新浪有约Plus,150,105,7.5,7.6,7.4
1789,杭州,小龙虾,虾客精致海鲜辣卤,3,65,6.3,6.3,6.4
1790,杭州,小龙虾,萧山朱大龙虾馆,15,99,6.7,6.9,6.9
1795,杭州,韩国料理,炭膳宫韩国烧烤(九堡新天地店),3,47,6.9,6.9,6.9
1799,杭州,面馆,好好面馆,40,23,7.4,7.5,7.3
1800,杭州,面馆,老六面馆,42,20,7.6,7.2,7.3
1801,杭州,面馆,秦云老太婆摊摊面(西田城店),39,28,6.8,7.4,7
1802,杭州,面馆,金爸爸口感面,275,18,7.6,7.4,7.7
1803,杭州,面馆,素面馆,23,23,7.6,7.2,7.5
1804,杭州,面馆,来翠面馆,42,31,7.6,6.5,7
1807,杭州,面馆,老汤面疙瘩,19,12,7,7.3,7.3
1808,杭州,面馆,品劲道私房面(华元店),12,15,7.4,7.3,7.4
1810,杭州,自助餐,滨江希尔顿度假酒店壹咖啡,377,184,7.7,8.7,8.1
1812,杭州,西餐,ZJ TACO&GRILL BAR,81,58,8,8.7,8.5
1813,杭州,西餐,蜜桃咖啡(滨盛路店)分店,520,99,8.5,9,8.6
1814,杭州,西餐,MOKA Bros摩卡站,193,83,7.5,8.7,8.6
1815,杭州,西餐,慕玛披萨Muapizza(教工店)分店,27,38,8.2,8,8.5
1816,杭州,西餐,玛格利塔披萨(萧山店)分店,19,13,7.2,7.2,7.2
1817,杭州,西餐,爱尚披萨,18,29,7,7,7
1818,杭州,西餐,逸庭果木牛扒Bar,159,114,7.9,8.2,8.3
1820,杭州,西餐,贵族世家牛排(立山店),49,70,7.3,7.4,7.5
1827,杭州,小吃快餐,遵义虾子张六羊肉粉广告,878,24,8.7,8.6,8.7
1828,杭州,小吃快餐,桃园眷村(国大广场店),256,36,7.5,8.5,7.7
1829,杭州,小吃快餐,咬不得高祖生煎(火车东站店)分店,330,20,7.4,7.4,7.2
1830,杭州,小吃快餐,家有好面(西湖银泰城店),371,33,7.8,7.9,7.6
1831,杭州,小吃快餐,肯德基(杭州丁桥店)分店,50,49,7.2,7.5,7.4
1832,杭州,小吃快餐,肯德基(杭州西溪印象城店)分店,70,32,7.2,7.3,7.3
1834,杭州,其他,金孔雀云南风情主题餐厅,31,52,6.9,7,6.9
1837,杭州,日本料理,御牛道日式料理炭火烤肉(中山中...分店,2102,180,9.1,8.9,8.9
1838,杭州,日本料理,鳗道(湖滨银泰in77店),360,91,7.9,7.8,8.4
1839,杭州,日本料理,旬日本料理,329,131,8.3,8.8,8.7
1840,杭州,日本料理,户隐日本料理,226,106,8.7,9.1,9
1842,杭州,日本料理,菊川料理(旺角店)分店,397,127,7,7.6,7.3
1849,杭州,茶馆,三清茶叙,26,163,,,
1854,杭州,茶馆,福雨轩茶业,1,64,,,
1857,杭州,茶馆,清水清叶茶楼,2,,,,
1861,杭州,海鲜,海洋生活(蓝色钱江店)分店,89,302,7.6,7.7,8
1862,杭州,海鲜,本家食养,138,99,7,6.9,6.9
1863,杭州,海鲜,旺角海鲜城,56,53,7.5,7.3,7.3
1864,杭州,海鲜,温州海鲜黄牛排馆,43,132,7.8,7.2,7.4
1867,杭州,面包甜点,弥茶(运河上街店)分店,41,16,7.7,8.2,7.9
1868,杭州,海鲜,嚼乐煲庄,5,50,7,6.9,6.9
1869,杭州,面包甜点,七七家的私房蛋糕,16,73,7.3,7.2,7.4
1870,杭州,面包甜点,杭州凯悦酒店·酥园,471,74,7.5,7.4,7.3
1871,杭州,面包甜点,香妃酥后(西湖银泰城店)分店,336,32,7.7,7.9,7.9
1872,杭州,面包甜点,AKOKO曲奇,59,165,7.6,7.6,7.5
1873,杭州,咖啡厅,星巴克(杭州曲院风荷店)分店,487,38,8.1,8.6,8.1
1874,杭州,咖啡厅,夏日花园 咖啡.小厨,573,124,7.9,8.7,8
1876,杭州,咖啡厅,青享＋咖啡,28,26,8.3,8.3,8.3
1877,杭州,咖啡厅,Mingle 漫戈咖啡,1,76,7.1,7.1,7.1
1878,杭州,咖啡厅,悠舍,13,46,7.5,7.5,7.5
1879,杭州,咖啡厅,_一咖啡,55,50,7.5,7.4,7.5
1880,杭州,咖啡厅,拾穗咖啡馆,44,71,7.3,7.3,7.6
1881,杭州,咖啡厅,即有咖啡Jooooy Coffee,22,55,7.7,8,7.7
1889,合肥,小龙虾,万氏小胖子功夫龙虾,34,111,7.9,8.5,7.8
1891,合肥,徽菜,微山湖地锅城(琥珀山庄店),256,41,7.6,7.2,7.3
1893,合肥,徽菜,乡味小厨,478,47,7.3,7.6,7.3
1895,合肥,徽菜,润锦大酒店,4,50,7.4,7.4,7.4
1902,合肥,川菜,五七油焖大虾,90,99,7.2,7.7,7.6
1903,合肥,川菜,紫燕百味鸡(琅琊山店)分店,95,18,7.6,7.5,7.4
1904,合肥,川菜,紫燕百味鸡(大通店)分店,149,18,7.7,7.6,7.5
1905,合肥,川菜,紫燕百味鸡(淠河路店)分店,312,15,8.1,7.9,8
1906,合肥,川菜,三味鱼馆,12,38,7.2,7.1,7.2
1918,合肥,农家菜,银领人家,4,39,7,6.9,6.9
1937,合肥,韩国料理,铭家料理,4,15,7.7,7.7,7.7
1943,合肥,面包甜点,仟吉西饼(财富广场店)分店,328,25,8.3,8.4,8.2
1944,合肥,面包甜点,柏兆记(芜湖路店),414,19,8.6,8.7,8.5
1945,合肥,面包甜点,詹记宫廷桃酥王(淮河路店)分店,674,15,8.1,7.3,7.3
1946,合肥,面包甜点,仟吉西饼(星达城店),4,25,6.6,6.9,6.9
1947,合肥,面包甜点,COCO都可茶饮(临泉店),7,10,7.3,7.3,7.3
1948,合肥,面包甜点,超港连锁烘培(天鹅湖万达店),34,20,6.9,7,6.9
1951,合肥,面包甜点,猫山king榴莲甜品(要素大市场店)分店,75,23,7.8,7.7,7.8
1952,合肥,面包甜点,仟吉西饼(百脑汇店)分店,137,19,7.5,7.5,7.5
1953,合肥,面包甜点,猫山王榴莲甜品(新地购物中心店),2,32,7.4,7.4,7.4
1954,合肥,西餐,burger kitchen罗拔汉堡,89,45,8.8,8.8,8.8
